county,state,cases_per_capita_100k,deaths_per_capita_100k,pop_per_sq_mile_2010
Jones,MS,1.468471908,0,97.5
Jones,GA,3.480076562,0,72.8
Jones,IA,4.835356124,0,35.9
Jones,TX,4.979335757,0,21.8
Jones,NC,31.85051492,0,21.6
Josephine,OR,1.143026964,0,50.4
Juab,UT,8.321544479,0,3
Juneau,WI,3.747142804,0,34.8
Juneau City and Borough,AK,3.127541127,0,11.6
Juniata,PA,4.038282922,0,63
Kalamazoo,MI,1.131793591,0,445.7
Kalkaska,MI,5.543851868,0,30.6
Kanabec,MN,6.121074861,0,31.1
Kanawha,WV,0.561406661,0,214.1
Kandiyohi,MN,2.3148684,0,53
Kane,IL,0.187827642,0,990.8
Kane,UT,12.68069997,0,1.8
Kankakee,IL,0.910232838,0,167.7
Karnes,TX,6.409845523,0,19.8
Kauai,HI,2.76651958,0,108.2
Kaufman,TX,1.468924894,0,132.4
Kay,OK,2.296844136,0,50.6
Kearney,NE,15.39645881,0,12.6
Kearny,KS,26.0552371,0,4.6
Keith,NE,12.44709983,0,7.9
Kemper,MS,10.26483268,0,13.6
Kenai Peninsula Borough,AK,1.70334537,0,3.4
Kendall,IL,2.325761687,0,358.2
Kendall,TX,6.324977335,0,50.4
Kennebec,ME,0.817648117,0,140.8
Kenosha,WI,2.359033032,0,611.9
Kent,MI,0.456652282,0,711.5
Kent,DE,1.65942053,0,276.9
Kent,MD,5.14880033,0,72.9
Kent,RI,4.260706547,0,985.9
Kenton,KY,0.598809567,0,996.7
Keokuk,IA,9.759906305,0,18.1
Kern,CA,0.111086178,0,103.3
Kerr,TX,1.901140684,0,45
Kershaw,SC,1.502607023,0,84.9
Ketchikan Gateway Borough,AK,7.19372707,0,2.8
Kewaunee,WI,4.893804444,0,60.1
Keweenaw,MI,47.25897921,0,4
Kidder,ND,40.32258065,0,1.8
Kimball,NE,27.53303965,0,4
Kimble,TX,23.05741296,0,3.7
King,WA,0.044389559,0,912.9
King and Queen,VA,14.23487544,0,22
King George,VA,3.726337755,0,131.3
King William,VA,5.831583858,0,58.2
Kingfisher,OK,12.68633048,0,16.7
Kings,CA,0.653851183,0,110.1
Kingsbury,SD,20.24701357,0,6.2
Kinney,TX,27.27024816,0,2.6
Kiowa,OK,11.48369316,0,9.3
Kiowa,KS,40.4040404,0,3.5
Kit Carson,CO,14.09046076,0,3.8
Kitsap,WA,0.368360758,0,635.9
Kittitas,WA,2.086158339,0,17.8
Kittson,MN,23.26663564,0,4.1
Klamath,OR,1.465459128,0,11.2
Kleberg,TX,3.259452412,0,36.4
Klickitat,WA,4.459308807,0,10.9
Knott,KY,6.754018641,0,46.5
Knox,TN,0.212624359,0,850.5
Knox,NE,12.00192031,0,7.9
Knox,ME,2.514331691,0,108.8
Knox,OH,1.604569815,0,115.9
Knox,IL,2.01211292,0,73.9
Knox,IN,5.465376838,0,74.5
Knox,TX,27.29257642,0,4.4
Knox,KY,3.210788249,0,82.5
Knox,MO,50.51780753,0,8.2
Kodiak Island Borough,AK,7.693491306,0,2.1
Koochiching,MN,8.177283506,0,4.3
Kootenai,ID,1.810533685,0,111.3
Kosciusko,IN,1.258558196,0,145.6
Kossuth,IA,6.750826976,0,16
La Crosse,WI,0.847342733,0,253.8
La Paz,AZ,9.475080538,0,4.6
La Plata,CO,1.778694794,0,30.3
La Salle,TX,13.29787234,0,4.6
Labette,KS,5.097359568,0,33.5
Lac qui Parle,MN,15.09889778,0,9.5
Lackawanna,PA,0.953861709,0,467.1
Laclede,MO,2.799316967,0,46.5
Lafayette,LA,1.227546135,0,824.6
Lafayette,MS,1.851200504,0,75
Lafayette,MO,3.057355999,0,53.1
Lafayette,AR,15.09661836,0,14.5
Lafayette,WI,6.00060006,0,26.6
Lafayette,FL,11.87366421,0,16.3
Lafourche,LA,1.024443215,0,90.2
LaGrange,IN,5.048720149,0,97.8
Lake,IL,0.143567803,0,1585.6
Lake,FL,0.272391983,0,316.6
Lake,IN,0.411952387,0,994.1
Lake,OH,0.434501128,0,1011.2
Lake,MT,3.283209666,0,19.3
Lake,CO,12.30466347,0,19.4
Lake,SD,7.814331484,0,19.9
Lake,CA,3.106265337,0,51.5
Lake,MI,8.436682696,0,20.3
Lake,TN,57.01254276,0,47.2
Lake,MN,9.397613006,0,5.2
Lake,OR,25.41619011,0,1
Lake and Peninsula Borough,AK,62.81407035,0,0.1
Lamar,AL,7.243752264,0,24.1
Lamar,GA,5.241914347,0,99.8
Lamar,MS,1.578706408,0,112
Lamar,TX,2.00565595,0,54.9
Lamb,TX,7.756146746,0,13.8
Lamoille,VT,15.77162684,0,53.3
LaMoure,ND,24.71576866,0,3.6
Lampasas,TX,4.666791114,0,27.6
Lancaster,SC,1.020283231,0,139.6
Lancaster,PA,0.366485623,0,550.4
Lancaster,NE,0.313391206,0,340.8
Lancaster,VA,9.43129303,0,85.5
Lander,NV,18.07664497,0,1.1
Lane,OR,0.523468397,0.261734198,77.2
Lane,KS,65.1465798,0,2.4
Langlade,WI,5.211318985,0,22.9
Lanier,GA,9.594166747,0,54.4
Lapeer,MI,1.141461299,0,137.4
LaPorte,IN,0.910017472,0,186.3
Laramie,WY,2.010050251,0,34.2
Larimer,CO,0.280191315,0,115.4
Larue,KY,6.945409085,0,54.3
Las Animas,CO,6.893699159,0,3.2
LaSalle,IL,0.920225639,0,100.4
LaSalle,LA,6.715014773,0,23.8
Lassen,CA,6.541719818,0,7.7
Latah,ID,2.493268176,0,34.6
Latimer,OK,9.927529038,0,15.4
Lauderdale,AL,1.078411284,0,138.8
Lauderdale,MS,4.047217538,0,114.1
Lauderdale,TN,3.901221082,0,58.9
Laurel,KY,1.644385247,0,135.6
Laurens,GA,4.206452698,0,60
Laurens,SC,2.963270265,0,93.2
Lavaca,TX,4.961794185,0,19.9
Lawrence,MS,7.945336088,0,30
Lawrence,AR,6.095330976,0,29.6
Lawrence,IN,2.204099625,0,102.7
Lawrence,AL,3.03729802,0,49.7
Lawrence,OH,1.681718043,0,137.7
Lawrence,PA,1.169426513,0,254.4
Lawrence,SD,7.738740133,0,30.1
Lawrence,TN,4.530832314,0,67.8
Lawrence,KY,6.528693608,0,38.2
Lawrence,IL,12.75672917,0,45.2
Lawrence,MO,2.607222005,0,63.2
Le Flore,OK,2.005897338,0,31.7
Le Sueur,MN,3.461764808,0,61.7
Lea,NM,1.407063459,0,14.7
Leake,MS,4.388659703,0,40.8
Leavenworth,KS,2.446243793,0,164.7
Lebanon,PA,0.705253433,0,369.1
Lee,FL,0.129772884,0.129772884,788.7
Lee,GA,3.334222459,0,79.5
Lee,AL,0.607747566,0,230.8
Lee,SC,5.942476824,0,46.9
Lee,MS,1.170466782,0,184.3
Lee,NC,1.618673012,0,227
Lee,VA,8.53861589,0,58.8
Lee,AR,11.29050469,0,17.3
Lee,TX,5.80080051,0,26.4
Lee,IL,5.865790709,0,49.7
Lee,IA,2.971150132,0,69.3
Lee,KY,13.50803728,0,37.8
Leelanau,MI,4.595377051,0,62.5
Leflore,MS,3.5482383,0,54.5
Lehigh,PA,0.270769364,0,1012.5
Lemhi,ID,12.4579544,0,1.7
Lenawee,MI,1.015733715,0,133.3
Lenoir,NC,1.787342044,0,148.5
Leon,FL,0.340620338,0,413.1
Leon,TX,5.745805562,0,15.7
Leslie,KY,10.12453174,0,28.2
Letcher,KY,4.639725328,0,72.6
Levy,FL,2.409464376,0,36.5
Lewis,WA,1.239049897,0,31.4
Lewis,TN,8.151287903,0,43.1
Lewis,KY,7.532956685,0,28.7
Lewis,NY,7.605719501,0,21.3
Lewis,WV,6.286540517,0,42.5
Lewis,MO,10.22913257,0,20.2
Lewis and Clark,MT,1.440258094,0,18.3
Lexington,SC,0.334728033,0,375.4
Lexington city,VA,26.86005909,0,2820.2
Liberty,GA,1.627736632,0,129.5
Liberty,TX,1.133542661,0,65.3
Liberty,MT,42.78990158,0,1.6
Liberty,FL,11.97031362,0,10
Licking,OH,0.565412582,0,243.9
Limestone,AL,1.010969014,0,147.8
Limestone,TX,4.266757691,0,25.8
Lincoln,ME,2.887336144,0,75.6
Lincoln,WA,9.141603437,0,4.6
Lincoln,AR,7.678132678,0,25.2
Lincoln,NE,2.864180558,0,14.2
Lincoln,NC,1.161291821,0,262.7
Lincoln,GA,12.6246686,0,38
Lincoln,MS,2.928000468,0,59.5
Lincoln,LA,4.278807069,0,99.1
Lincoln,TN,2.909852761,0,58.5
Lincoln,OR,2.001521156,0,47
Lincoln,SD,1.63591153,0,77.7
Lincoln,MT,5.005005005,0,5.4
Lincoln,OK,2.867219084,0,36
Lincoln,CO,17.54078232,0,2.1
Lincoln,MN,17.73364072,0,11
Lincoln,MO,3.389083761,0,83.9
Lincoln,ID,18.63585539,0,4.3
Lincoln,KY,4.073485682,0,74.1
Lincoln,WY,5.042864347,0,4.4
Lincoln,NM,5.109339873,0,4.2
Lincoln,WV,4.899799108,0,49.7
Lincoln,WI,3.624107564,0,32.7
Lincoln,NV,19.29384526,0,0.5
Linn,OR,1.541437699,0,50.9
Linn,KS,10.3060909,0,16.3
Linn,IA,1.32329978,0,294.6
Linn,MO,8.389261745,0,20.7
Lipscomb,TX,30.93102382,0,3.5
Litchfield,CT,0.554529676,0,206.3
Little River,AR,8.157272208,0,24.7
Live Oak,TX,8.192020972,0,11.1
Livingston,NY,1.589471342,0,103.5
Livingston,LA,0.710282764,0,197.5
Livingston,MI,1.562540691,0,320.2
Livingston,IL,2.805206463,0,37.3
Livingston,MO,6.567281802,0,28.5
Livingston,KY,10.87665869,0,30.4
Llano,TX,4.588208305,0,20.7
Logan,OK,2.082856012,0,56.3
Logan,CO,8.924985497,0,12.4
Logan,KY,3.689764593,0,48.6
Logan,OH,2.189525311,0,100
Logan,WV,3.123145632,0,81
Logan,IL,3.494304284,0,49
Logan,AR,4.658529768,0,31.6
Long,GA,5.112735825,0,36.1
Lonoke,AR,5.456355973,0,88.7
Lorain,OH,0.322754516,0,613.6
Los Alamos,NM,5.162889153,0,164.4
Los Angeles,CA,0.009961045,0,2419.6
Loudon,TN,1.849522823,0,211.8
Loudoun,VA,0.483631492,0,605.8
Louisa,VA,2.660211221,0,66.8
Louisa,IA,9.062075215,0,28.3
Love,OK,9.753242953,0,18.3
Lowndes,GA,0.851745226,0,220.2
Lowndes,MS,6.826521034,0,118.3
Lowndes,AL,10.2817191,0,15.8
Lubbock,TX,0.643979277,0,311.3
Lucas,OH,0.233455041,0,1296.2
Lucas,IA,11.62790698,0,20.7
Luce,MI,16.05394124,0,7.4
Lumpkin,GA,2.975304969,0,105.9
Luna,NM,8.435615167,0,8.5
Lunenburg,VA,16.39881929,0,29.9
Luzerne,PA,0.315042988,0,360.4
Lycoming,PA,0.882620323,0,94.5
Lyman,SD,26.44802962,0,2.3
Lynchburg city,VA,1.217018791,0,1538.2
Lynn,TX,16.8038985,0,6.6
Lyon,KY,12.18026797,0,38.9
Lyon,KS,6.025003766,0,39.8
Lyon,NV,1.73882803,0,26
Lyon,MN,3.925571171,0,36.2
Lyon,IA,8.50701829,0,19.7
Mackinac,MI,9.260116677,0,10.9
Macomb,MI,0.114420142,0,1754.9
Macon,GA,7.723797019,0,36.8
Macon,TN,4.064710186,0,72.4
Macon,IL,0.961455259,0,190.8
Macon,AL,5.53464689,0,35.2
Macon,MO,6.615069127,0,19.4
Macon,NC,2.788777957,0,65.8
Macoupin,IL,2.225882562,0,55.4
Madera,CA,0.635618807,0,70.6
Madison,AL,0.268161938,0,417.7
Madison,ID,2.505826046,0,80
Madison,IL,0.380277298,0,376.3
Madison,IN,0.771789548,0,291.3
Madison,MS,0.940981632,0,133.2
Madison,MT,11.62790698,0,2.1
Madison,KY,1.075419145,0,189.6
Madison,NY,1.40962208,0,112.2
Madison,GA,3.346720214,0,99.6
Madison,NE,2.849084019,0,60.9
Madison,OH,2.235586059,0,93.2
Madison,TN,1.020574788,0,176.4
Madison,VA,7.540909434,0,41.5
Madison,LA,9.131586157,0,19.4
Madison,FL,10.81490294,0,27.6
Madison,IA,6.120700208,0,27.9
Madison,MO,8.272667108,0,24.7
Madison,AR,6.032818533,0,18.8
Madison,TX,7.000840101,0,29.3
Madison,NC,4.59664445,0,46.2
Magoffin,KY,8.223007976,0,43.2
Mahaska,IA,4.52591084,0,39.2
Mahnomen,MN,18.09299801,0,9.7
Mahoning,OH,0.43728655,0,580.2
Major,OK,13.10787783,0,7.9
Malheur,OR,3.271073894,0,3.2
Manassas city,VA,4.867956675,0,3827.6
Manassas Park city,VA,5.72147843,0,5632.6
Manatee,FL,0.247983276,0,434.5
Manistee,MI,4.071992833,0,45.6
Manitowoc,WI,1.266127296,0,138.3
Marathon,WI,0.736963122,0,86.8
Marengo,AL,5.301383661,0,21.5
Maricopa,AZ,0.022294486,0,414.9
Maries,MO,11.49821778,0,17.4
Marin,CA,0.386359948,0,485.1
Marinette,WI,2.478314746,0,29.8
Marion,IN,0.10367185,0,2279.6
Marion,OR,0.287506685,0,266.7
Marion,OH,1.5362635,0,164.7
Marion,AL,3.365983372,0,41.5
Marion,FL,0.547077376,0,209.1
Marion,TN,3.459369703,0,56.7
Marion,MS,4.069507183,0,49.9
Marion,SC,3.261897772,0,67.6
Marion,WV,1.783421315,0,182.7
Marion,IL,5.375621556,0,68.9
Marion,KY,5.188605822,0,57.8
Marion,GA,11.96315349,0,23.9
Marion,KS,8.414675194,0,13.4
Marion,IA,3.007247466,0,60.1
Marion,AR,5.990176111,0,27.9
Marion,TX,30.44448955,0,27.7
Marion,MO,3.505082369,0,65.9
Mariposa,CA,5.812939604,0,12.6
Marlboro,SC,3.828777089,0,60.3
Marquette,MI,1.499272853,0,37.1
Marquette,WI,12.84191601,0,33.8
Marshall,MS,2.833342778,0,52.6
Marshall,WV,6.550718941,0,108.4
Marshall,AL,1.0333354,0,164.4
Marshall,IL,8.742787201,0,32.7
Marshall,IN,2.161788231,0,106.1
Marshall,IA,2.540069598,0,71
Marshall,KY,3.215434084,0,104.4
Marshall,SD,20.26342452,0,5.6
Marshall,TN,2.909090909,0,81.5
Marshall,OK,5.906325675,0,42.7
Marshall,MN,10.71122536,0,5.3
Martin,MN,10.16105269,0,29.3
Martin,FL,0.621118012,0,269.2
Martin,KY,8.932559178,0,56.3
Martin,TX,17.32801941,0,5.2
Martin,NC,8.912655971,0,53.1
Martin,IN,9.751340809,0,30.8
Mason,WA,1.49772346,0,63.3
Mason,KY,5.858230814,0,72.8
Mason,WV,3.77130789,0,63.4
Mason,IL,7.485590239,0,27.2
Mason,TX,23.39728591,0,4.3
Mason,MI,3.431237991,0,58
Massac,IL,7.261109498,0,65
Matagorda,TX,5.45806839,2.729034195,33.4
Matanuska-Susitna Borough,AK,1.846432231,0,3.6
Mathews,VA,11.31990038,0,104.5
Maui,HI,0.597310906,0,133.3
Maury,TN,1.037484308,0,132
Maverick,TX,1.702939273,0,42.4
Mayes,OK,2.433090024,0,63
McClain,OK,2.470721945,0,60.5
McCook,SD,17.9018976,0,9.8
McCormick,SC,10.56747332,0,28.5
McCracken,KY,3.057262527,0,263.6
McCreary,KY,5.803493703,0,42.9
McCulloch,TX,12.5250501,0,7.8
McCurtain,OK,3.045808967,0,17.9
McDonald,MO,4.378858869,0,42.8
McDonough,IL,3.369045213,0,55.3
McDowell,NC,4.371011452,0,102.1
McDowell,WV,11.3481616,0,41.5
McDuffie,GA,4.692192192,0,85
McHenry,IL,0.324913735,0,511.9
McHenry,ND,17.40644038,0,2.9
McIntosh,ND,40.04805767,0,2.9
McIntosh,GA,6.955070246,0,33.8
McIntosh,OK,5.103082262,0,32.7
McKean,PA,2.461538462,0,44.4
McKenzie,ND,6.656017039,0,2.3
McKinley,NM,1.401207841,0,13.1
McLean,IL,2.332130343,0,143.3
McLean,ND,21.16402116,0,4.2
McLean,KY,32.58390355,0,37.8
McLennan,TX,1.948383426,0,226.5
McLeod,MN,2.786058563,0,74.6
McMinn,TN,1.858943377,0,121.5
McNairy,TN,3.891959212,0,46.3
McPherson,KS,3.503608717,0,32.5
McPherson,SD,42.03446826,0,2.2
Meade,SD,3.529577862,0,7.3
Meade,KY,3.499930001,0,93.6
Meade,KS,24.79543764,0,4.7
Meagher,MT,53.7056928,0,0.8
Mecklenburg,NC,0.180122411,0,1755.5
Mecklenburg,VA,3.269362801,0,52.3
Mecosta,MI,2.301337077,2.301337077,77.1
Medina,OH,0.556340614,0,409
Medina,TX,1.938585608,0,34.7
Meeker,MN,4.306261304,0,38.3
Meigs,TN,8.050233457,0,60.2
Meigs,OH,4.365477802,0,55.3
Mellette,SD,48.52013586,0,1.6
Menard,IL,8.199409643,0,40.4
Mendocino,CA,1.15275104,0,25.1
Menifee,KY,30.82139004,0,31
Menominee,WI,21.94907814,0,11.8
Menominee,MI,4.389815628,0,23
Merced,CA,0.360126765,0,132.2
Mercer,NJ,0.272160684,0,1632.2
Mercer,WV,1.701895912,0,148.6
Mercer,PA,0.913876298,0,173.4
Mercer,OH,2.428835131,0,88.3
Mercer,KY,4.559339808,0,85.7
Mercer,IL,6.477942605,0,29.3
Mercer,ND,36.64345914,0,8.1
Mercer,MO,27.64722145,0,8.3
Meriwether,GA,4.72433505,0,43.9
Merrick,NE,12.89490651,0,16.2
Merrimack,NH,0.660541247,0,156.8
Mesa,CO,0.648466377,0,44.1
Metcalfe,KY,9.929500546,0,34.9
Miami,OH,0.934693,0,252.1
Miami,IN,2.815632391,0,98.7
Miami,KS,2.92081666,0,57
Miami-Dade,FL,0.036806113,0,1315.5
Middlesex,MA,0.062046325,0,1837.9
Middlesex,NJ,0.242406025,0,2621.6
Middlesex,CT,0.615627078,0,448.6
Middlesex,VA,18.9000189,0,84.1
Midland,MI,1.202559046,0,162
Midland,TX,0.565508505,0,152
Mifflin,PA,4.334821622,0,113.6
Milam,TX,8.057043871,0,24.3
Millard,UT,7.582650895,0,1.9
Mille Lacs,MN,3.805609468,0,45.6
Miller,GA,17.48863239,0,21.7
Miller,AR,2.31176457,0,69.5
Miller,MO,3.90335298,0,41.8
Mills,IA,6.618571712,0,34.4
Mills,TX,20.52123948,0,6.6
Milwaukee,WI,0.211477743,0,3926
Miner,SD,45.12635379,0,4.2
Mineral,CO,130.0390117,0,0.8
Mineral,WV,7.443799315,0,86.1
Mineral,NV,22.19755827,0,1.3
Mingo,WV,4.269125683,0,63.4
Minidoka,ID,4.753077618,0,26.5
Minnehaha,SD,0.517775223,0,210
Missaukee,MI,6.614631565,0,26.3
Mississippi,AR,2.459964085,0,51.6
Mississippi,MO,7.587253414,0,34.9
Missoula,MT,1.672240803,0,42.1
Mitchell,KS,16.72520488,0,9.1
Mitchell,GA,18.29575081,0,45.9
Mitchell,IA,18.89287739,0,23
Mitchell,NC,6.682705159,0,70.4
Mitchell,TX,11.70275015,0,10.3
Mobile,AL,0.242007696,0,335.9
Modoc,CA,11.31093768,0,2.5
Moffat,CO,15.05683957,0,2.9
Mohave,AZ,0.942591467,0,15
Moniteau,MO,6.19885941,0,37.6
Monmouth,NJ,0.323208817,0,1344.7
Mono,CA,13.84657989,0,4.7
Monona,IA,11.60766106,0,13.3
Monongalia,WV,0.946862099,0,267.1
Monroe,PA,0.58729907,0,279.2
Monroe,NY,0.134812678,0,1132.6
Monroe,MI,0.664451827,0,276.7
Monroe,MS,2.836718484,0,48.3
Monroe,FL,1.347200517,0,74.3
Monroe,GA,3.626078758,0,66.8
Monroe,TN,6.445375443,0,70
Monroe,IN,0.673713712,0,349.7
Monroe,IL,2.887086064,0,85.6
Monroe,WI,2.162021923,0,49.6
Monroe,AL,4.823228669,0,22.5
Monroe,AR,14.9231458,0,13.4
Monroe,KY,9.389671362,0,33.3
Monroe,OH,14.64772228,0,32.1
Monroe,WV,7.532956685,0,28.6
Monroe,IA,12.97521733,0,18.4
Monroe,MO,23.13743637,0,13.6
Montague,TX,5.045917852,0,21.2
Montcalm,MI,1.565239169,0,89.8
Monterey,CA,0.460764731,0,126.5
Montezuma,CO,3.819272047,0,12.6
Montgomery,MD,0.285527197,0,1978.2
Montgomery,PA,0.240698507,0,1655.9
Montgomery,TX,0.164638594,0,437.5
Montgomery,KY,3.551514721,0,134.3
Montgomery,AL,0.441528395,0,292.5
Montgomery,NY,2.031653156,0,124.6
Montgomery,OH,0.188080581,0,1159.5
Montgomery,TN,0.478484925,0,319.6
Montgomery,MS,10.23017903,0,26.8
Montgomery,IN,2.60837811,0,75.6
Montgomery,NC,3.680123652,0,56.5
Montgomery,MO,8.657259112,0,22.8
Montgomery,IA,10.08369467,0,25.3
Montgomery,VA,1.014867813,0,243.9
Montgomery,IL,3.519391849,0,42.8
Montgomery,KS,9.425366804,0,55.1
Montgomery,GA,21.80549498,0,38.1
Montgomery,AR,11.12842199,0,12.2
Montmorency,MI,10.72041166,0,17.9
Montour,PA,5.485463522,0,140.3
Montrose,CO,2.338743627,0,18.4
Moody,SD,15.20681265,0,12.5
Moore,NC,0.991276764,0,126.5
Moore,TX,4.775549188,0,24.3
Moore,TN,15.41307028,0,49.2
Morehouse,LA,4.020262121,0,35.2
Morgan,CO,3.440209165,0,22
Morgan,IN,1.418661068,0,170.5
Morgan,GA,5.187798298,0,51.4
Morgan,AL,1.671136958,0,206.3
Morgan,IL,2.971061858,0,62.5
Morgan,UT,16.49620587,0,15.5
Morgan,TN,4.672242209,0,42.1
Morgan,WV,5.591590248,0,76.6
Morgan,MO,4.848014738,0,34.4
Morgan,OH,6.892748828,0,36.2
Morgan,KY,7.513712525,0,36.5
Morrill,NE,21.5424386,0,3.5
Morris,NJ,0.203316085,0,1069.8
Morris,KS,35.58718861,0,8.5
Morris,TX,8.072328059,0,51.3
Morrison,MN,2.995267477,0,29.5
Morrow,OR,8.618460743,0,5.5
Morrow,OH,2.830615942,0,85.8
Morton,ND,6.376737661,0,14.3
Morton,KS,38.65481252,0,4.4
Motley,TX,83.33333333,0,1.2
Moultrie,IL,6.896076133,0,44.2
Mountrail,ND,18.96633476,0,4.2
Mower,MN,2.496130997,0,55.1
Muhlenberg,KY,6.531252041,0,67.4
Multnomah,OR,0.123023171,0,1704.9
Murray,GA,4.988028731,0,115
Murray,MN,12.20405175,0,12.4
Murray,OK,7.105805443,0,32.4
Muscatine,IA,2.343896494,0,97.7
Muscogee,GA,0.510806103,0,877.5
Muskegon,MI,0.576149707,0,344.9
Muskingum,OH,1.15989097,0,129.5
Muskogee,OK,1.470653117,0,87.6
Musselshell,MT,21.58428664,0,2.4
Nacogdoches,TX,1.533648242,0,68.2
Nance,NE,28.41716397,0,8.5
Nantucket,MA,8.77269936,0,226.2
Napa,CA,0.725984435,0,182.4
Nash,NC,1.060467878,0,177.3
Nassau,NY,0.073696095,0,4704.8
Nassau,FL,1.128349788,0,113
Natchitoches,LA,5.241364851,0,31.6
Natrona,WY,1.252222695,0,14.1
Navajo,AZ,0.901518157,0,10.8
Navarro,TX,1.995490192,0,47.3
Nelson,KY,2.162957195,0,104
Nelson,VA,6.697923644,0,31.9
Nelson,ND,34.73428274,0,3.2
Nemaha,NE,14.34308663,0,17.8
Nemaha,KS,9.774215619,0,14.2
Neosho,KS,6.247266821,0,28.9
Neshoba,MS,3.434301806,0,52.1
Ness,KS,36.36363636,0,2.9
Nevada,CA,1.002456017,0,103.1
Nevada,AR,12.11827436,0,14.6
New Castle,DE,0.178969956,0,1263.2
New Hanover,NC,0.426488338,0,1058.1
New Haven,CT,0.116992315,0,1426.7
New Kent,VA,4.330691611,0,87.9
New London,CT,0.377065376,0,412.2
New Madrid,MO,5.856172406,0,28.1
New York City,NY,0.012671584,0,69467.5
Newaygo,MI,2.041649653,0,59.6
Newberry,SC,2.601456816,0,59.5
Newport,RI,9.74635121,0,809.6
Newport News city,VA,0.557957874,0,2630
Newton,GA,0.894902635,0,367.3
Newton,MS,4.757826625,0,37.6
Newton,MO,1.717150903,0,93
Newton,IN,7.151029748,0,35.5
Newton,AR,12.89823294,0,10.1
Newton,TX,7.355645458,0,15.5
Nez Perce,ID,2.474757474,0,46.3
Niagara,NY,1.433479389,0,414.4
Nicholas,KY,13.75705049,0,36.6
Nicholas,WV,8.164598302,0,40.6
Nicollet,MN,2.917663535,0,73
Niobrara,WY,84.88964346,0,0.9
Noble,IN,2.094504021,0,115.7
Noble,OK,8.983918785,0,15.8
Noble,OH,6.932889628,0,36.8
Nobles,MN,4.623422257,0,29.9
Nodaway,MO,4.526525439,0,26.6
Nolan,TX,6.796248471,0,16.7
Nome Census Area,AK,9.996001599,0,0.4
Norfolk,MA,0.141487744,0,1693.6
Norfolk city,VA,0.411960023,0,4486.4
Norman,MN,15.68627451,0,7.9
North Slope Borough,AK,10.17087063,0,0.1
Northampton,PA,0.327562769,0,805.4
Northampton,NC,5.132679772,0,41.2
Northampton,VA,8.53970965,0,58.5
Northumberland,PA,1.100800282,0,206.2
Northumberland,VA,16.53575858,0,64.5
Northwest Arctic Borough,AK,13.12163758,0,0.2
Norton,KS,18.65323634,0,6.5
Norton city,VA,50.23863351,0,529.1
Nottoway,VA,6.56512605,0,50.4
Nowata,OK,9.924573243,0,18.6
Noxubee,MS,9.59969281,0,16.6
Nuckolls,NE,24.10800386,0,7.8
Nueces,TX,0.276018924,0,405.8
Nye,NV,2.149474453,0,2.4
Oakland,MI,0.079517551,0,1385.7
Obion,TN,3.32568426,0,58.4
O'Brien,IA,14.54228168,0,25.1
Ocean,NJ,0.164694179,0,917
Oceana,MI,3.778289946,0,51.9
Ochiltree,TX,10.16673444,0,11.1
Oconee,GA,2.482621648,0,178
Oconee,SC,2.514268474,0,118.6
Oconto,WI,2.636435539,0,37.7
Ogemaw,MI,4.762585131,0,38.5
Ogle,IL,1.97460656,0,70.5
Oglethorpe,GA,6.553509404,0,33.9
Ohio,IN,17.0212766,0,71.1
Ohio,WV,4.829634638,0,420
Ohio,KY,4.167708594,0,40.6
Okaloosa,FL,0.474522867,0,194.4
Okanogan,WA,2.367256113,0,7.8
Okeechobee,FL,2.371466515,0,52
Okfuskee,OK,8.338197282,0,19.7
Oklahoma,OK,0.125402228,0,1013.8
Okmulgee,OK,5.199532042,0,57.5
Oktibbeha,MS,4.033315183,0,104
Oldham,TX,47.34848485,0,1.4
Oldham,KY,1.497028399,0,322.2
Oliver,ND,51.04645227,0,2.6
Olmsted,MN,0.631739875,0,220.8
Oneida,NY,0.874618994,0,193.7
Oneida,WI,2.80938334,0,32.3
Onondaga,NY,0.217142063,0,600
Onslow,NC,0.505208702,0,233.1
Ontario,NY,0.910937628,0,167.6
Orange,CA,0.0314892,0,3807.7
Orange,NY,0.259780745,0,459.3
Orange,FL,0.071764223,0,1268.5
Orange,VT,3.461165721,0,42.1
Orange,NC,2.02052857,0,336.2
Orange,TX,1.199098278,0,245.3
Orange,VA,2.698982484,0,98.2
Orange,IN,5.090094676,0,49.8
Orangeburg,SC,2.320858718,0,83.6
Oregon,MO,9.497578118,0,13.8
Orleans,LA,1.281578084,0,2029.4
Orleans,NY,4.956383822,0,109.6
Orleans,VT,7.397270407,0,39.3
Osage,OK,2.12933586,0,21.1
Osage,KS,6.269985579,0,23.1
Osage,MO,7.34484025,0,23
Osborne,KS,29.23121894,0,4.3
Osceola,FL,0.26613369,0,202.4
Osceola,MI,4.262574595,0,41.5
Osceola,IA,16.78415576,0,16.2
Oscoda,MI,24.26889941,0,15.3
Oswego,NY,0.853795977,0,128.3
Otero,CO,5.471058103,0,14.9
Otero,NM,1.481700993,0,9.6
Otoe,NE,6.245316013,0,25.6
Otsego,MI,4.053834928,0,46.9
Otsego,NY,1.680870018,0,62.2
Ottawa,MI,0.34266525,0,468.2
Ottawa,OK,3.212644971,0,67.6
Ottawa,KS,17.5315568,0,8.5
Ottawa,OH,2.467612585,0,162.5
Otter Tail,MN,1.702243557,0,29.1
Ouachita,LA,1.304810183,0,251.8
